;date;title;comment
656;2017/11/29;Kurs CD Projektu spadł poniżej 100 zł za akcję;To nie był udany dzień dla fanów producenta gier o przygodach Wiedźmina. W środę akcje CD Projektu spadły o ponad 6 proc. i pierwszy raz od połowy września br. zakończyły sesję poniżej poziomu 100 zł.
657;2017/11/29;Gorsze rozdanie Gwinta – omówienie raportu i sytuacji finansowej CD ProjektuSTREFA PREMIUM;
658;2017/11/27;Umiarkowane wzrosty na GPW, w grze CD Projekt, Gino Rossi i Bumech;GPW rozpoczęła poniedziałkową sesję od spadków, ale dość szybko wyszła na niewielkie plusy. W tym tygodniu polski rynek akcji pozostanie przede wszystkim pod wpływem czynników globalnych.
659;2017/11/23;WIG20 rośnie pod nieobecność Amerykanów, w grze CD Projekt i Bumech;Łagodny wydźwięk minutek Fed-u, świetne dane z Europy, ale też i poprawa ogólnego sentymentu do krajowych aktywów, przekładają się na wzrosty w Warszawie. Indeksy w górę ciągnie Pekao, Eurocash i LPP. W dalszym ciągu gorąco jest na CD Projekcie.
660;2017/11/22;CD Projekt: Wyniki na dobrych grach potrafią być niesamowite;"CD Projekt intensywnie pracuje nad swoimi kluczowymi projektami, czyli ""Cyberpunk 2077"" oraz ""Gwint"", ponieważ - jak pokazuje ""Wiedźmin 3"" i jego dodatki - ""wyniki na bardzo dobrych grach potrafią być niesamowite"", poinformował prezes Adam Kiciński."
661;2017/11/22;GPW przerywa dobrą passę. W centrum uwagi wyniki CD Projektu i CI Games;Nowe rekordy na Wall Street nie pomogły. Środa przynosi wyhamowanie trzydniowych wzrostów na giełdzie w Warszawie. W centrum uwagi znajdują się wyniki kwartalne CD Projektu i CI Games.
662;2017/11/22;Wyprzedaż na kursie CD Projektu. Wyniki okazały się słabsze od oczekiwań;Inwestorzy nerwowo zareagowali na niższe od oczekiwań wyniki za III kwartał producenta gier wideo. Środową sesję notowania CD Projektu rozpoczęły od blisko 12-proc. przeceny i zejścia poniżej 100 zł.
663;2017/11/20;Giełdy rosną, mimo zamieszania w niemieckiej polityce, w grze CD Projekt i CCC;Fiasko rozmów koalicyjnych w Niemczech wystraszyło rano inwestorów. Na szczęście tylko na chwilę, bo kolejne godziny przynoszą poprawę nastrojów na giełdach. Również w Warszawie, gdzie indeksy w górę prowadzą CCC, mBank i CD Projekt.
664;2017/11/19;20 najciekawszych raportów przyszłego tygodnia;Szczyt sezonu jest już za nami, ale wyniki kwartalne jeszcze do końca listopada będą ważnym czynnikiem kształtującym nastroje na warszawskiej giełdzie. W porównaniu do ubiegłego tygodnia, gdy na rynek trafiło ponad pół tysiąca sprawozdań, najbliższe dni zapowiadają się znacznie spokojniej. Wśród ponad 50 zaplanowanych na ten tydzień publikacji jest kilka ze szczególnie ważnych dla warszawskiego rynku firm.
665;2017/11/16;Łabędzi śpiew na GPW, w grze PGE, CD Projekt i Maxcom;Poprawa nastrojów w Europie i Azji, a także naturalna próba łapania dołków po silnych spadkach, przekładają się na zielony początek sesji w Warszawie. Odbicie jest jednak dość kruche i wobec wygenerowanych wczoraj sygnałów sprzedaży na indeksach, nie ma gwarancji, że zostanie ono dowiezione do końca sesji.
666;2017/11/15;Trzeszczą wsparcia na polskich indeksach, w grze KGHM, XTB i CD Projekt;Silna przecena akcji KGHM-u i minorowe nastroje na zagranicznych rynkach ciążą indeksom w Warszawie. Po wynikach drożeje natomiast PZU, a XTB i CD Projekt odreagowują spadki z poprzednich sesji.
667;2017/11/14;CD Projekt w szponach niedźwiedzi. Gorąco na Eurocashu, XTB i CCC;Warszawska giełda zignorowała najlepsze do sześciu lat dane nt. wzrostu gospodarczego w Polsce, koncentrując się przede wszystkim na wynikach i informacjach ze spółek. Inwestorzy z wypiekami na twarzy śledzili silne wahania na kursach CD Projektu, Eurocashu i XTB.
668;2017/11/14;Lider traci dystans – analiza techniczna 3 producentów gier wideo;Biuro Maklerskie ING Banku Śląskiego przyjrzało się bieżącej sytuacji technicznej na wykresach CD Projektu, 11 bit studios i PlayWay.
669;2017/11/14;?Mocna przecena na kursie akcji CD Projektu [DYSKUSJA];
670;2017/11/14;CD Projekt, Dino Polska i Play wejdą do indeksu MSCI Standard;Akcje CD Projektu, Dino Polska i Play jeszcze w tym roku dołączą do jednego z najważniejszych indeksów na świecie, stanowiącego benchmark dla dużych inwestorów zagranicznych. We wtorek rano notowania tegorocznych debiutantów świecą na zielono, a producenta gier wideo walczą z przeceną.
671;2017/11/13;Pechowy 13 listopada. Mocne spadki na XTB, CD Projekcie i Eurocashu;Trzynasty listopada, pomimo że to nie piątek, dla sporej grupy inwestorów jest pechowy. PGNiG rozczarował wynikami, kurs Eurocashu kolejny dzień szuka dna, CD Projekt leci w dół za sprawą kontrowersji wokół gry Cyberpunk 2077, a notowania XTB załamały się po ujawnieniu przez prasę informacji, że prokuratura bada sprawę oszustwa na szkodę klientów.
672;2017/11/13;Co dalej z kursami akcji CD Projektu, 11 bit studios, CI Games i The Farm 51;O hamującej hossie w branży producentów gier wideo mówiło się od kilku miesięcy, ale dopiero dzisiejszy ponad 10-proc. spadek na kursie CD Projektu na poważnie dał do myślenia inwestorom. StockWatch.pl sprawdził, gdzie położone są kluczowe wsparcia techniczne dla czterech znanych spółek gamedev'owych z GPW.
673;2017/11/08;Samo Pekao giełdy w górę nie pociągnie. CD Projekt poprawia rekordy;Wyniki finansowe i zapowiedź wypłaty hojnej dywidendy przez Pekao spodobały się inwestorom. Jednak samo Pekao giełdy w górę nie pociągnie, ponieważ dziś na czerwono świecą pozostałe banki, KGHM i spółki energetyczne.
674;2017/11/07;Wiedźmin 3 i Gold Rush: The Game hitami sprzedażowymi w październiku;Wydany dwa lata temu Wiedźmin 3 wciąż ma ikrę i sprzedaje się świetnie. W październiku gra CD Projektu wyprzedziła pod względem sprzedaży świeżynkę Gold Rush oraz najlepszy tegoroczny debiut Car Mechanic Simulator 2018. Niezły wynik na starcie IV kwartału wyciągnął także Sniper 3.
675;2017/11/07;GPW dała się porwać hossie. Wzrostowa szarża banków i CD Projektu;Nowe rekordy na giełdach w USA, Japonii i Niemczech wspierają nastroje w Warszawie. We wtorek lokomotywą polskiego parkietu są banki, na których ruszyła gra pod pierwsze od wielu lat podwyżki stóp procentowych.
676;2017/11/02;9 najlepszych spółek w portfelach funduszy inwestycyjnych 2017 r.;Z tegorocznej hossy na GPW tak naprawdę skorzystała zaledwie garstka funduszy inwestycyjnych. Najlepszy na koniec września mógł pochwalić się blisko 40-proc. stopą zwrotu. Sprawdziliśmy, jakie akcje ciągnęły w górę portfele trzech najmocniejszych funduszy.
677;2017/11/01;?CD Projekt – analiza techniczna na życzenie [AKTUALIZACJA]STREFA PREMIUM;
678;2017/10/18;Orlen i energetyka na plusach. CD Projekt kontynuuje spadki;Spółki energetyczne i PKN Orlen utrzymują WIG20 na plusie, podczas gdy taniejący CD Projekt i GPW ściągają w dół mWIG40. Zmiany są jednak niewielkie, a na warszawskiej giełdzie, podobnie jak i na innych europejskich parkietach, trwa wyczekiwanie na nowe impulsy.
679;2017/10/17;CDPROJEKT – analiza techniczna;
680;2017/10/17;Warszawskie indeksy w odwrocie, tanieją KGHM i CD Projekt;Nowe rekordy na Wall Street już nie wystarczają, żeby pchać w górę warszawską giełdę. Rynek się trochę cofnął i czeka na nowe silne impulsy. Piętą achillesową indeksu WIG20 jest dzisiaj KGHM, a mWIG40 - CD Projekt.
681;2017/10/16;Aviva OFE zmniejszyła zaangażowanie w akcje CD Projektu;Fundusz emerytalny sprzedał w ubiegłym tygodniu część walorów producenta gier wideo i zszedł poniżej progu 5 proc. Mimo to Aviva OFE wciąż ma w portfelu akcje CD Projektu warte ponad 0,5 mld zł.
682;2017/10/12;WIG20 i WIG przed szansą na nowe rekordy, w grze CD Projekt i Millennium;Nowymi rekordami rozpoczęła się czwartkowa sesja na GPW. Indeks WIG20 jest najwyżej od 2013 roku, a WIG od 2007 roku. Jeżeli dobra koniunktura na rynkach globalnych się utrzyma, to już wkrótce inwestorzy będą świętować nowy historyczny rekord indeksu WIG. Brakuje niespełna 3 proc. W krótkim terminie zagrożeniem jest jednak wykupienie dużych spółek.
683;2017/10/11;WIG20 rośnie piątą sesję z rzędu, w tle nowe rekordy CD Projektu;Dobre nastroje na globalnych rynkach akcji (zwłaszcza rekordy na Wall Street), a także taniejący dolar, wspierają w środę rano nastroje na GPW. Tym razem popyt nie tylko koncentruje się na największych spółkach, ale też dobrze radzą sobie spółki średnie z indeksu mWIG40.
684;2017/10/10;WIG20 wraca powyżej 2.500 pkt., szaleństwo na Ursusie;We wtorek indeks WIG20 wrócił powyżej 2.500 pkt. Powrót zapewniły banki, które pociągnęły indeks pomimo ciążącej mu energetyki. Znów nie zachwycił segment firm średnich i małych. Gorąco za to było na akcjach Ursusa.
685;2017/10/10;Adam Kiciński: Gra Cyberpunk 2077 to jest projekt bardzo ambitny, z którym wiążemy ogromne nadzieje;Przygotowywana przez CD Projekt gra Cyberpunk 2077 to jest projekt ogromny, bardzo ambitny, z którym spółka wiąże ogromne nadzieje, poinformował prezes Adam Kiciński. Podkreślił, że CD Projekt liczy, iż może zrobić w przyszłości ogromny krok z Cyberpunkiem.
686;2017/09/21;Fed popsuł nastroje. KGHM i JSW mocno w dół, BOŚ i CD Projekt w górę;Inwestorzy obawiają się podwyżek stóp procentowych w USA. W czwartek warszawski rynek w dół ciągnie m.in. KGHM i JSW. Po wynikach natomiast drożeje BOŚ. Kolejne rekordy bije też CD Projekt.
687;2017/09/21;14 spółek w jesiennych portfelach maklerów;We wrześniowych rekomendacjach maklerzy postawili przede wszystkim na liderów tegorocznej hossy. Wysokie noty zebrali też dwaj tegoroczni debiutanci oraz kilka znanych spółek, które w tym roku radzą sobie ze zmiennym szczęściem.
688;2017/09/20;Oczy zwrócone na Fed, w grze GetBack, Pfleiderer i Qumak;Środowa sesja na giełdzie w Warszawie rozpoczęła się od niewielkich wzrostów. Inwestorzy czekają na nowe sygnały z Fed, jednocześnie rozgrywając poszczególne spółki. W centrum uwagi jest Getback, Pfleiderer Group, Qumak i bijący kolejne rekordy CD Projekt.
689;2017/09/19;WIG20 zignorował świetne dane z polskiej gospodarki. Alior i CD Projekt na fali;Warszawska giełda zignorowała dużo lepsze od oczekiwań odczyty na temat sprzedaży detalicznej i produkcji przemysłowej. Inwestorzy z zakupami wolą wstrzymać się ogłoszenia komunikatu po wrześniowym posiedzeniu Fed. Mocne dane z polskiej gospodarki wsparły za to wycenę złotego.
690;2017/09/18;Maklerzy chwalą CD Projekt za fenomenalne wyniki Wiedźmina i pomysł na Gwinta;Analitycy Domu Maklerskiego PKO BP podnieśli cenę docelową akcji CD Projektu do 106 zł z 84 zł i podtrzymali rekomendację kupuj, wynika z raportu datowanego na 11 września.
691;2017/09/15;Quo vadis, Wiedźminie? – analiza techniczna CD ProjektSTREFA PREMIUM;W poprzednich analizach technicznych walorów producenta Wiedźmina z 30 maja oraz 28 sierpnia sygnalizowałem brak przesłanek do zakończenia trendu wzrostowego, wyznaczając w obu przypadkach poziom docelowy wzrostów na 101 zł. Ponieważ popyt osiągnął założony cel, warto odświeżyć spojrzenie na wykres cenowy w poszukiwaniu poziomów oporów i wsparć.
692;2017/09/15;Trzy Wiedźmy zdecydują o losach sesji. Wyprzedaż na Gobarto i Vistalu;Początek piątkowej sesji upływa pod znakiem umiarkowanych wzrostów na GPW, co kontrastuje ze spadkami na europejskich parkietach. Losy sesji rozstrzygną się jednak dopiero w końcówce notowań. Zdecydują o tym dane z USA, a przede wszystkim rozliczenie kontraktów terminowych na WIG20.
693;2017/09/14;WIG20 na plusie dzięki bankom i rafineriom. CD Projekt łapie oddech;Banki oraz windowane przez drożejąca ropę naftową akcje spółek paliwowych zapewniły indeksowi WIG20 zamknięcie na niewielkim plusie. Balastem dla warszawskiego rynku były za to taniejące koncerny energetyczne.
694;2017/09/12;Polityka psuje hossę na WIG20. CD Projekt wciąż na fali;Wtorkowe wzrosty na WIG20 przekreślił komunikat Komisji Europejskiej o wszczęciu przeciwko Polsce drugiego etapu postępowania dotyczącego uchybienia zobowiązaniom państwa członkowskiego. Mocnym punktem warszawskiego parkietu były dziś giełdowe misie.
695;2017/09/12;Hossa puka do indeksu mWIG40. Mocne wzrosty na CD Projekcie i Getin Noble Banku;Dziś tematem numer jeden jest wieczorna konferencja Apple, podczas której spółka zaprezentuje nowe modele iPhone'ów. W Warszawie w centrum uwagi są wzrosty na kursach akcji CD Projektu, Getin Noble Banku i Benefit Systems.
696;2017/09/11;WIG20 wraca powyżej 2.500 pkt. Mocne wzrosty Orlenu i CD Projektu;Inwestorzy rozpoczęli tydzień w dobrych nastrojach. Osłabienie niszczycielskiej siły huraganu Irma oraz brak kolejnej próby atomowej w Korei Północnej zwiększyły apetyt na ryzyko. Drożeją akcje, tanieje m.in. złoto. Na GPW niezmiennie dużym zainteresowaniem cieszą się akcje CD Projektu.
697;2017/09/10;Co się kryje pod ubraniem Ciri – omówienie sprawozdania finansowego GK CD Projekt SA po 2 kw. 2017 r.STREFA PREMIUM;
698;2017/09/08;Strach przed Koreą Północną i huraganem Irma kontra producenci gier;Wzrost awersji do ryzyka na rynkach globalnych, taniejące surowce, kolejne niepokojące informacje ze spółek, a także obserwowana już wczoraj słabość polskiego rynku akcji, mogą w piątek przełożyć się na spadki warszawskich indeksów, pomimo świetnego zachowania producentów gier wideo.
699;2017/09/07;CD Projekt wrócił na sztandary hossy. Czerwono na CCC i Kruku;WIG20 spadł dziś o 0,8 proc. i był jednym z najsłabszych indeksów w Europie. Uwagę inwestorów zdominowały doniesienia z Europejskiego Banku Centralnego oraz duże wahania kursów takich spółek jak CCC, CD Projekt czy Kruk.
700;2017/09/07;CD Projekt chce rozwijać model gier typu multiplayer;CD Projekt chce rozwijać model biznesowy gier typu multiplayer, poinformował prezes Adam Kiciński.
701;2017/09/07;Losy giełd w rękach Mario Draghiego. Gorąco na CCC, CD Projekcie i Kruku;W czwartek rano główne europejskie indeksy notują umiarkowane wzrosty. Testem dla nich będą popołudniowe sygnały z posiedzenia Europejskiego Banku Centralnego. Na warszawskim parkiecie w centrum uwagi są dzisiaj akcje CCC, CD Projektu i Kruka.
702;2017/09/06;CD Projekt w II kwartale zarobił 73 mln zł i pokonał prognozy maklerów;Wyniki producenta gier o przygodach Wiedźmina są niższe niż przed rokiem, ale za to dużo lepsze od prognoz rynkowych ekspertów. Przy okazji CD Projekt podsumował, że w całym I półroczu na produkcję Cyberpunk 2077 i Gwinta wydał 33 mln zł.
703;2017/09/06;Niepewność wróciła na rynki, w centrum uwagi Kruk i CD Projekt;Fatalna końcówka wtorkowej sesji i słabsze nastroje na rynkach globalnych przekreśliły nadzieje na szybki powrót mocnych wzrostów na GPW. Indeks WIG20 konsoliduje się powyżej 2.500 pkt. Nieco ciekawiej jest na spółkach z drugiej linii, zwłaszcza na Kruku.
704;2017/08/31;CD Projekt, Kruk i Kernel w górę. Spółki awansują w indeksach FTSE EM;Wrześniowe roszady w indeksach FTSE obejmą aż sześć spółek z warszawskiej GPW. W czwartek kilkuprocentowe wzrosty notują akcje producenta gier o przygodach Wiedźmina, lidera branży windykacyjnej oraz ukraińskiego producenta rolnego.
705;2017/08/29;Koreańska wyprzedaż na GPW. Złoty traci do euro i franka;Korea Północna mocno wystraszyła inwestorów, stając się pretekstem do silnej wyprzedaży akcji. Z tego samego też powodu złoty osłabił się we wtorek do euro i szwajcarskiego franka. Historia uczy jednak, że geopolityka to impuls jedynie do krótkoterminowych wahań.
706;2017/08/28;WIG20 znów pokazał pazur. Mocno w górę PKN Orlen i PGE;WIG20 idzie jak burza. Notowania indeksu ledwo w ubiegłym tygodniu sforsowały 2.400 pkt., a już na starcie nowego zdobyły kolejny okrągły poziom 2.500 pkt.
707;2017/08/28;DM BOŚ rekomenduje kupno akcji CD Projektu, 11 bit studios i PlayWay;Dom Maklerski BOŚ wydał rekomendacje kupuj dla CD Projektu, 11 bit studios i PlayWay oraz zalecenie sprzedaj dla CI Games, wynika z raportu datowanego na 20 sierpnia.
708;2017/08/28;Analiza techniczna 4 producentów gier wideo obecnych na gamescomie;W ubiegłym tygodniu branża gamedev żyła doniesieniami z niemieckich targów gamescom. Podczas imprezy nie zabrakło też biało-czerwonych akcentów. W sumie swoje stoiska miało aż 20 firm, a jeszcze więcej wybrało się do Kolonii przynajmniej na zakulisowe spotkania.
709;2017/08/11;Nowe rekomendacje dla akcji CD Projekt, 11 bit studios i Asseco Poland;Analitycy Domu Maklerskiego BZ WBK zaktualizowali zalecenia i ceny docelowe dla trzech znanych spółek informatycznych. Największy potencjał eksperci widzą w akcjach producentów gier wideo.
710;2017/08/09;Raport: Polskie firmy i gry na gamescom 2017;Polscy producenci gier wideo będą dobrze widoczni na sierpniowych targach w Kolonii. Branżowa czołówka na stoiskach zaprezentuje kilkanaście tytułów, a mniejsze studia wezmą udział w licznych spotkaniach biznesowych. StockWatch.pl sprawdził, co na największych targach w Europie pokażą giełdowe spółki tworzące gry wideo.
711;2017/08/07;CD Projekt: Zamknięta beta gry Gwint ma wystartować w Chinach 29 sierpnia;CD Projekt planuje start zamkniętej bety gry Gwint: Wiedźmińska Gra Karciana w Chinach 29 sierpnia, poinformowała menedżer IR spółki Karolina Gnaś.
712;2017/08/02;10 znanych spółek, o które biją się maklerzy;Tego lata maklerzy mają pełne ręce roboty. Na przestrzeni zaledwie miesiąca odtajnili blisko 90 rekomendacji. Wśród nich jest grupa spółek, co do których biura maklerskie licytują się na coraz wyższe wyceny akcji.
713;2017/07/31;DM BOŚ w najnowszej rekomendacji wycenił CD Projekt na 10 mld zł;Analitycy Domu Maklerskiego BOŚ podnieśli cenę docelową akcji CD Projektu do 103,40 zł z 80,30 zł i podtrzymali zalecenie kupuj, wynika z raportu datowanego na 23 lipca. Tym samym biuro wyceniło branżowego lidera na 9,94 mld zł.
714;2017/07/26;Prognozy wyników za II kwartał dla 7 dynamicznie rozwijających się spółek;Karuzela raportów kwartalnych kreci się coraz szybciej. StockWatch.pl zapytał rynkowych ekspertów o prognozy wyników dla siedmiu znanych spółek, które w ostatnich latach imponowały dynamiką wzrostu biznesu.
715;2017/07/25;CD Projekt ujawni plan e-sportowy dla Gwinta podczas targów gamescom;CD Projekt ujawni plan e-sportowy dla gry Gwint: Wiedźmińska Gra Karciana podczas targów gamescom w Kolonii pod koniec sierpnia.
716;2017/07/20;DM BOŚ dodał akcje Azotów, LiveChat i Agory do listy top picks;Do listy spółek, których kurs akcji w najbliższym miesiącu powinien zachowywać się lepiej niż cały rynek analitycy Domu Maklerskiego BOŚ dodali akcje Azotów, LiveChat i Agory. Z listy najlepszych spółek usunięto jednocześnie: Enel-Med i Tower Investments.
717;2017/07/05;GPW mozolnie wypracowuje odbicie, w grze CD Projekt i Morizon;Środa upływa pod znakiem korekcyjnego odbicia indeksu WIG20. W dalszym ciągu słabo spisuje się segment średnich i małych spółek. Fatalny debiut zaliczył Morizon.
718;2017/07/03;CD Projekt – analiza techniczna na życzenieSTREFA PREMIUM;
719;2017/06/28;Giełdy w minorowych nastrojach, w grze Petrolinvest i Grupa Azoty;Realizacja zysków na Wall Street i ogólnie gorsze nastroje na światowych giełdach ciążą w środę GPW. Indeksy spadają, a inwestorzy czekają na popołudniowe wystąpienia bankierów centralnych. Osobne historie rozgrywają się natomiast na akcjach Grupy Azoty, Petrolinvestu, czy Inter Cars.
720;2017/06/09;Giełdy żyją wynikami wyborów w Wielkiej Brytanii. Hakerzy szantażują CD Projekt;Wyniki przedterminowych wyborów w Wielkiej Brytanii są w piątek głównym tematem na rynkach światowych. O ile inwestorzy giełdowi ich się nie przestraszyli, to już na rynku walutowym trwa wyprzedaż funta. Zapewne szybko ona się nie skończy.
721;2017/06/02;Rekordy w USA wspierają GPW. Gorąco na Alior Banku i CD Projekcie;Czwartkowy potrójny rekord na Wall Street wspiera nastroje na giełdzie w Warszawie, która po serii pięciu kolejnych zniżek, ma szansę zamknąć dzień wzrostem. Negatywnym bohaterem jest jedynie Alior Bank, który mocno tanieje po zapowiedzi odejścia prezesa.
722;2017/05/31;DM PKO BP wycenił CD Projekt na 8 mld zł i zaleca kupno akcji;Producent gier o przygodach Wiedźmina doczekał się kolejnej rekordowej rekomendacji. W majowym raporcie DM PKO BP wycenił jedną akcję na 84 zł, czyli 9 proc. powyżej obecnej ceny rynkowej.
723;2017/05/30;JSW i PZU ciągną WIG20 w dół. Akcje CD Projekt najdroższe w historii;Pogorszenie nastrojów na globalnych rynkach akcji przełożyło się na spadkowe otwarcie dnia na giełdzie w Warszawie. W dół indeksy ciągną przede wszystkim akcje JSW i PZU.
724;2017/05/25;Wyniki spółek ciągną GPW w górę, w centrum uwagi PGNIG i JSW;Wyniki kwartalne spółek i dobre nastroje zaimportowane z Wall Street ciągną w czwartek w górę warszawskie indeksy.
725;2017/05/25;Inwestorzy docenili wyniki CD Projektu, na otwarciu kurs rośnie o ponad 5 proc.;CD Projekt odnotował w pierwszym kwartale 2017 r. 45,26 mln zł skonsolidowanego zysku netto przypisanego akcjonariuszom jednostki dominującej, rok wcześniej było to 32,56 mln zł.
726;2017/05/24;CD Projekt rozpoczął otwarte beta testy gry Gwint;"CD Projekt Red, studio należące do CD Projekt, ogłosiło start publicznej bety gry ""Gwint: Wiedźmińska Gra Karciana"" na PC, Xbox One i PlayStation 4."
727;2017/05/18;GPW znów zbiera cięgi za wybryki Trumpa. Mocne spadki na JSW i PZU;Sytuacja polityczna wokół prezydenta Trumpa budzi coraz większe obawy inwestorów, co przekłada się na wzrost awersji do ryzyka. Dotyka to też giełdę w Warszawie i złotego.
728;2017/05/18;CD Projekt ustalił termin rozpoczęcia publicznej bety gry Gwint;CD Projekt zapowiedział publiczną betę gry Gwint: Wiedźmińska Gra Karciana na 24 maja. Gra będzie dostępna na PC oraz na konsolach Xbox One i PlayStation 4.
729;2017/05/17;15 spółek, które w drugiej połowie maja podzielą 1,2 mld zł dywidend;Sezon dywidend nabiera tempa. W ciągu najbliższych dwóch tygodni spółki giełdowe podzielą między akcjonariuszy 1,17 mld zł. Zdecydowana większość z nich wypłaci gotówkę jeszcze przed wakacjami.
730;2017/04/26;Uspokojenie nastrojów na GPW. W centrum uwagi Lotos i CI Games;Wybory we Francji, wyniki spółek i giełdy światowe mocno pociągnęły w górę warszawskie indeksy. Indeks WIG20 jest obecnie na prostej drodze od 2.500 pkt. Gorąco jest natomiast w segmencie producentów gier, gdzie za sprawą wpadki CI Games, trwa ucieczka inwestorów.
731;2017/04/20;Co dalej z kursami CD Projektu, 11 bit studios, CI Games i Bloober TeamSTREFA PREMIUM;Ulubieńcy inwestorów z GPW złapali zadyszkę. Ekspert StockWatch.pl sprawdził scenariusze techniczne na najbliższe tygodnie dla akcji czterech gorących producentów gier wideo.
732;2017/04/19;Dobra sesja ze świetnym debiutem Dino Polska. W grze CD Projekt i Kruk;Od wzrostów rozpoczęła się środowa sesja na warszawskiej giełdzie, co wpisuje się w dominującą tendencję obserwowaną również na większości europejskich parkietów. Tematem dnia są debiutujące akcje supermarketów Dino Polska. Kurs akcji rośnie momentami o 13 proc.
733;2017/04/18;CD Projekt wnioskuje o wypłatę 100 mln zł dywidendy z zysku za 2016 r.;Propozycja CD Projektu zakłada wypłatę 1,05 zł dywidendy na akcję z ubiegłorocznego zysku. Jeśli akcjonariusze poprą rekomendację zarządu, pieniądze na rachunkach maklerskich pojawią się jeszcze przed wakacjami.
734;2017/04/18;GPW wraca po świętach w dobrej formie, w grze PKN Orlen i Lotos;Wtorkowe przedpołudnie na giełdzie w Warszawie upływa pod znakiem niewielkich wzrostów, czym pozytywnie wyróżnia się ona na tle innych europejskich parkietów.
735;2017/04/12;Ważą się losy trendu na mWIG40, w grze Getin Noble i CD Projekt;"Atmosfera zbliżających się Świąt Wielkanocnych powoli udziela się największym spółkom. W dalszym ciągu gorąco jest natomiast wśród średniaków. Indeks mWIG40, po tym jak wczoraj wyznaczył dwumiesięczne minimum, dziś odbija o 0,4 proc. Perspektywy jednak nie są najlepsze. Warto też śledzić sWIG80, który wkrótce może podążyć ścieżką wyznaczoną przez swojego ""średniego brata""."
736;2017/04/11;mWIG40 prosi się o guza, w grze CD Projekt i Integer.pl;Wtorkowy poranek, podobnie jak wczorajsza sesja, upływa pod znakiem spokojnego handlu. Indeks WIG20 lekko rośnie, pozostając blisko poziomów z poniedziałkowego zamknięcia. Zbliżające się święta sprawiają, że do końca dnia ten obraz szczególnie nie musi się zmienić.
737;2017/03/30;Wyniki za 2016 rok tematem czatu inwestorskiego z zarządem CD Projektu;Przedstawiciele zarządu CD Projektu na gorąco skomentowali wyniki za 2016 rok oraz plany wydawnicze na kolejne lata podczas czatu inwestorskiego w StockWatch.pl. W spotkaniu uczestniczyło grubo ponad pół tysiąca osób.
738;2017/03/30;Podaż przycisnęła WIG20 do ściany. W górę CD Projekt i Lubawa;Zepchnięty do defensywy WIG20 ponownie toczy walkę o utrzymanie ważnego wsparcia na 2.200 pkt. Z kolei wśród średnich i małych spółek warto odnotować bardzo dobre wyniki roczne CD Projektu i Lubawy.
739;2017/03/30;CD Projekt jeszcze w tym tygodniu rozpocznie testy techniczne Gwinta na PlayStation 4;CD Projekt skoncentruje się w tym roku na grze Gwint: Wiedźmińska Gra Karciana. Grupa rozpocznie w weekend testy techniczne gry na platformę PS4, poinformował prezes Adam Kiciński. Otwiera przedstawicielstwa w Japonii i Chinach do wspierania rozwoju Gwinta na tych rynkach.
740;2017/03/30;W 2016 r. CD Projekt wydał blisko 56 mln zł na własne projekty, w tym m.in. na Gwinta i Cyberpunk 2077;CD Projekt zamierza uruchomić publiczną betę gry Gwint: Wiedźmińska Gra Karciana na wiosnę. Równolegle spółka tworzy Cyberpunk 2077, nową grę, nad którą już teraz pracuje rekordowa dla studia liczba deweloperów.
741;2017/03/30;CD Projekt zarobił na czysto ćwierć miliarda złotych w 2016 r.;Branżowy gigant odnotował 250,51 mln zł skonsolidowanego zysku netto przypisanego akcjonariuszom jednostki dominującej w 2016 r. Spółka podsumowała, że od początku istnienia sprzedała łącznie 25 mln gier o Wiedźminie.
742;2017/03/16;CD Projekt organizuje pierwszy oficjalny turniej gry GWINT. Pula nagród to 100 tys. USD;CD Projekt RED rusza z pierwszą dużą imprezą e-sportową dedykowaną fanom GWINT: Wiedźmińska Gra Karciana. Studio przy współpracy z ESL organizuje turniej z pokaźną pulą nagród.
743;2017/02/27;Analiza techniczna czterech gorących producentów gier wideoSTREFA PREMIUM;Hossa w branży gamedev dotarła do krytycznego momentu. Ekspert StockWatch.pl sprawdził, na co w najbliższych tygodniach powinni przygotować się akcjonariusze CD Projektu, 11 bit studios, The Farm 51 i CI Games.
744;2017/02/22;GPW śrubuje wieloletnie rekordy, gorąco na Orbisie, WDX i JSW;Środowa sesja na warszawskim parkiecie upływa pod znakiem kontynuacji wzrostów, jednak ich tempo jest znacznie mniejsze niż wczoraj. Najwięcej zyskuje dziś segment średnich spółek, głównie dzięki mocnej postawie akcji JSW i nowych rekordów cenowych na kursach CD Projektu i ING Banku Śląskiego.
745;2017/02/21;Hossa znów odwiedziła GPW. Mocne wzrosty producentów gier i Famuru;Warszawska giełda znów nie miała sobie równych w Europie. Gwiazdą wtorkowej sesji jest WIG20, który podskoczył o 2,5 proc. i rozprawił się z psychologicznym i technicznym oporem na 2.200 pkt.
746;2017/02/21;Polskie indeksy wracają na szczyty, na fali Pekao, CD Projekt i 11 bit studios;WIG20 w świetnym stylu wrócił ponad barierę 2.200 pkt., czyli niezwykle istotnego poziomu technicznego i psychologicznego. Z powrotu hossy korzystają też giełdowe misie, których indeksy ustalają nowe szczyty i są najwyżej od blisko dekady.
